text,label
"فرشته زمینی
",1
"اره والا
",0
"سلام دوستان عزیزمسوالات زیادی درمورد کار و نحوه زندگی‌ام دریافت کردم و فکر می‌کنم مهم است به شما بگویم چه احساسی دارم یکی از سوالاتی که زیاد شنیده‌ام این است که چطور می‌توانم کاری که تو انجام می‌دهی را انجام دهم چرا من این همه مشکل دارم و تو نداری این ساده است من متفاوت از شما نیستم ، من هم هر روز با دقیقا همان چالش‌ها روبرو می‌شوم و فقط انتخاب می‌کنم که راجع به آن صحبت نکنم چون خیلی آن‌ها را بزرگ نمی‌بینم من نتایج را مهم می‌بینم ، عشق را بزرگ می‌بینم که ارزش درمیان گذاشتن با شما را دارد و هر اتفاق دیگری که می‌افتد ، فقط آن را پله‌ای برای رسیدن به عشق می‌دانم مشکل وقتی برایم به وجود می‌آید که فکر کنم مشکلی وجود دارد ، وقتی فکر می‌کنم باید خسته باشم ، گاهی خسته می‌شوم افراد انتظارات غیر ضروری از من دارند فقط وقتی که من فکر می‌کنم غیرضروری هستند چه کسی به من می‌گوید شخصی با من نامهربان است ذهنم شاید او فقط نظرش را طوری به من می‌گوید که قوی‌تر شوم چون دوستم دارد همه اینها در ذهن من است ، و چه کسی ذهنم را کنترل می‌کند خودم من متفاوت از دیگران متولد نشده‌ام که قدرت عجیبی داشته باشم و یک انسان معمولی هستم دختری که می‌خواهد در عشق و شادی زندگی کند و عشق و شادی من در همین نوع زندگی کردن است حمایت کردن و عشق ورزیدن به انسان‌ها کاری‌ست که انتخاب کرده‌ام انجام دهم اما این به معنی انجام فقط این کار نیست افرادی که عاشق موسیقی هستند به من الهام می‌بخشند کسانی که محیط زیست ، و حقوق حیوانات و برایشان مهم است ، به من الهام می‌بخشند این لیست بینهایت است دوست دارم داستان‌های شما را بشنوم از زندگی تان بشنوم همیشه فرصت عشق ورزیدن ، قدردانی کردن و گوش دادن به یکدیگر هست دوست دارم بدانید که همه ما فارغ از نوع زندگی مان فوق العاده هستیم و من عاشق همه شما هستم
",1
"باپول ما بزرگ شدی بچه قرتی
",0
"سلام عزیزم خسنه نباشی وخداقوتمن دیسب یه مقدارناچیزی واریز کردم شرمنده والتماس دعا
",1
"از کفشات معلومع چی ای
",0
"خواهر بهتر از جان حاکمان نامرد ما درک ندارند که تو فرشته‌ای در لباس انسانی و ممکنه به خاطر حجابت بیست سال حبس برات تدارک ببینند
",1
"کیرم تو خواهر مادرت
",0
"فرشته ایران
",1
"کسایی برد دارن تو زندگی که یه تک آس تو دسشون هست بهترین‌ها نصیب کسیه که لایقش باشه بلد باشه زندگی کنه پس این پسر هر چی که هست حالا پول از هر جا آورده تونسته اینطوری زندگی کنه حتما لایقش‌بود که طبیعت بهش داد از هر جایی آورده بهترین لذت رو ببر و همیشه شاد و پیروز باشی
",0
"مهربانوی ایران روزت مبارک
",1
"حروم زاده مادر جنده
",0
"نرگس جون فقط خودت میتونی حس زیبای این عکس را از ته دل بفهمی همچین حسی را از ته دل واسه خودمم آرزو دارم
",1
"خوش به سعادتون ماکه داریم از گشنگی میمیریم تو ایران
",0
"ممنون عزیزم
",1
"ب کمکتون احتیاج داریم
",0
"نرگس عزیزم خیلی دوستدارم
",1
"نخاستنیه کی‌بودی تو
",0
"من حس میکنم تو خدارو تو با چشم دل و چشم ظاهری دیدی ، ولی به کسی نمیگی ، بخاطر این اینطوری عاشق شدی
",1
"خدایی چقدر خزی کوتوله
",0
"سلام بر فرشته مهربون ،‌ان شالله لبخند زیبای خدا بر تک تک لحظه هاتون جارییی باشه خدا قوووت بهتریییییین
",1
"کیرم باشدت توکلت
",0
"واااااااااااااااااااااای عزیز دلم
",1
"کسکش مادر جنده زنا زاده امیدوارم یه روزی هر چی دزدی خودت و خانواده ت بالا بیارن جوری که از خدا بخواین بمیرین به بدترین شکل ممکن امیدوارم تلف بشی و به سزای اعمالن برسی حروم زاده ننه جنده ننت فقط به بقال سر کوچتون نداده کس مادرت و خواهرتو بکنن هرکی که این پستو بخونه کسکش حروم زاده حیوون حشری کثیف خراب کس هر چی زن تو خانواده ته کیرم تو کونت تا ته پست فطرت بمیری با ننه ت که یه کشور از دستت خلاص شنن بازم تو کس ننه ت
",0
"فرشته‌ای فرشته
",1
"اینگار پادشاه عربستانه ننه کیر دزد
",0
"بانوی مهربان ، خسته نباشی
",1
"جان ساشا چندتا فحش به الهام حمیدی بگو
",0
"واقعا این اسم برازنده شماست فرشته‌ای زمینی ما کنارت هستیم از هیچ کمکی دریغ نمیکنیم تا هموطنای ما بعداز این همه سختی به ارامش برسن خدا پشت و پناهت
",1
"واقعا انقد زشتی یا‌داری ادا در میاری نکبت
",0
"مهربون دوس داشتنی
",1
"همون پیش‌بینی فوتبال منظورته درسته قماره منم دوسه باری شرط‌بندی کردم ولی از این راه پول درمیاره
",0
"چه انسانیت نجیبانه‌ای برقرار باشی نرگس عزیز
",1
"چه ربطی داشت خودت فهمیدی چی نوشتی
",0
"گفتی کرمانشاه هستی کاش میشد ببینیمت خانوم مهربون
",1
"کسی میدونه انفجار‌ای بت چجوریه
",0
"سلام و خسته نباشید خدمت شما و همه‌ی عزیزان ، اینکه شما با نیت پاک و خیر خواهانه و با مشارکت قلبی مردم دارید با لطف خدا گره از مشکلات مردم باز میکنید ، شکی نیست ، پس با همین همت و با امید به راهتون ادامه بدین ، قطعا همین که با هم هستیم خیلی بهتر میشه کشورمونو آباد کنیم ، هر جند تمام این کارا وظیفه مردم نیست ، و دولت باید خیلی بیشتر از اینها ب این مشکلات رسیدگی کنه ، ولی دلیل نمیشه ما دست روی دست بزاریم کاری نکنیم ، و مطمئن باشید هرکسی نارضایتی رو اعلام کرده خیلی از جنبه‌های کارهای شمارو نادیده گرفته ، و واقعا توی چنین مشارکت‌های مردمی ، مخالفت و نارضایتی واقعا معنی نمیده ، ما که راضی هستیم و با برنامه‌هایی ک داریم انشالله بتونیم ب شما ملحق بشیم و کمکی بکنیم ، موفق باشین
",1
"یه فکری به حال قدن کن چاقال
",0
"خدایا چشم بد رو از نرگس جون دور کن وبهش سلامتی بده وبرتوانای اش بیفزا ماشاالله فتبارک الله احسن الخالقین
",1
"داداش چه جوری زیر مجموعه بگیریم
",0
"نرگس جون دایرکت پیام دادم که به عنوان دکتر متخصص روانشناس قصد همکاری و فعالیت با شما بانوی بزرگوار را دارم ممنون میشم پاسخ دهید
",1
"سلام دوستان محترم من دعانویسم عربم از خوزستان دعا یا طلسم یا باطل سحر لازم دارید دایرکت پیام بدید راهنماییتون میکنم
",0
"عالی
",1
"ساشا بیام المان داداشم تو دوسلدوف دیدت میبینمت میکنمت تا بفهی چن چندی تک لایو جواب منو نمیدی
",0
"بخدا که تو عشقی عاشقتم فرشته‌ی مهربون
",1
"مشاور حرفه‌ای پوست و مو مشاوره رایگان پوست و مو مشاوره تخصصی پوست و مو برگزار‌کننده جلسات و سمینارهای آموزشی دارای کد شناسایی معتبر مشاوره رایگان پوست و مو
",0
"روز اول جشن پنج هزار تومانیتقدیر خداوند این‌گونه شد که افتتاح خانه‌ها با جشن پنج‌هزار تومانی همزمان شود تا همه ما با هم جشن بزرگی بگیریم و اثر این مبالغ کوچک اهدایی و عشقی که آفریدند را با قلبمان احساس کنیم امروز شما را دعوت می‌کنم که در این جشن بزرگ برای لبخندهای زیبای مردم کرمانشاه سهیم شوید لطفا با انجام این سه کار یکی از شرکت‌کنندگان روز اول جشن باشید : پنج هزار تومان اهدا کنید این تصویر و متن را در صفحه‌تان به اشتراک بگذاریدهر چند ساعت یک بار ، در بخش استوری اینستاگرام با آدرس مبلغ واریز‌شده‌و تعداد افراد اهدا‌کننده را اعلام خواهم کرد دوستتون دارم‌ ‌بانک صادرات ایران‌شماره کارت : ‌شماره حساب : ‌شبا : ‌ نرگس کلباسی ، 1 مهر‌ :
",1
"ساشا کونی کجایی پست جالب نمیزاری
",0
"فرشته
",1
"پایه سفر شمال کسی هس
",0
"خانم کلباسی ، نرگس خانم من از راه دور بوسه‌ها دارم برایت ، برای آن دستهای مهربانت ، برای دان دل بزرگت ، برای آن گامهای استوارت ، وشما از راه دور قصه هابرایم تعریف کن ، از آن همه احساس که شما در وجودتان دارید ، از آن همه کار بی‌منت ، از آن همه تلاش شبانه روزی ، ممنونم ممنونم ممنونم ، پایدار باشی و مانا ، بانوی سرزمین آریایی ، شماها همان فرشتگان روی زمین هستین که باید دیده شوید
",1
"پسر تو دمت خیلی گرمه همیشه حرف حق را میزنی منتها یه مشت حسود از شدت کونسوزی تحمل ندارند حرف حق بشنوند
",0
"خدا کمکتان کند عزیز مهربانو
",1
"چس ب این جذاب
",0
"درود بشما و تفکرتون طفلیا از نزدیک انسان مهربون و با گذشت به این حد ندیدن آخههههههه واسه همینه که میخان مستقیم بچشمای مهربونتون نگاه کنن و باورشون بشه که واقعی هستین
",1
"زشته میبینه ناراحت میشه دختر
",0
"خوش به سعادتت فرشته‌ی مهربون
",1
"گمشو باو
",0
"هیچ چیز زیباتر از شادیه بچه‌ها نیست چه کیفی کردم از دیدن این فیلم
",1
"استوری ببینین خاص‌ترین فن
",0
"خداقوت عزیزم تو یک تنه کرمانشاه که هیچ ایران رو میتونی آباد کنی کاش رئیس جمهور هم یذره از غیرت تورو داشت
",1
"فرصت استثنائی برای درآمدزاییسرمایه خود را در دستتان نگه دارید و ساعت شبانه روز ، پول‌سازی کنیدربات فول اتوماتیک فارکس ویولتریسک پایین و درآمد بالا نسبت به دیگر مشاغل و شاخه‌های دیگر سرمایه گذاریاطلاعات بیشتر و مشاوره :
",0
"عزیزم
",1
"بی‌ناموس ساشاس و طرفداراش
",0
"مبارکت باشه عزیزم
",1
"من از شما معذرت میخام ولی ساشا خیلی پوست کلفت‌تر از این حرفاست کاش ناراحت بشه
",0
"نرگس عزیز ممنون بابت لبخند‌های روی لب بچه‌های کرمانشاه
",1
"یعنی چی این شکلی عکس میزاره
",0
"تو منتخب خداهستی و رسالتت رو به نحو احسن انجام میدی خدا بهت قوت بده شیرزن سرزمینم
",1
"مادر جنده چرا پیچ منا زدی بی‌ناموس
",0
"فرشته جان چه کنیم با این روح‌ بلندت کاش مسئولین خجالت بکشن یه فرشته بانو داره به داد مردم میرسه و خودشون انکار نه انکار
",1
"سلام بنده رو به مادرتون ابلاغ بفرمایید
",0
"واقعا مادر ترزا ولی با هدفهای بزرگتر هستید افرین به شما درود باعث افتخار هستید
",1
"سلام ساشا جون من در ایمیل که میزنم میگه ایمیل یا پسورد شما اشتباه است چکار کنم یه ایمیل جدید هم ساختم باز هم قبول نکرد لطفا جواب بده
",0
"خدا قوت فرشته مهربون‌ان شائالله خدا حفظت کنه
",1
"داره پولی که از جیب مردم ایران دزدیده‌شده‌رو به رخ مردم ایران میکشه یک عده توی فقر دست و پا میزنن در حالی که ایران کشور ثروتمندی هست اما پولش توی جیب این انسانهای از خدا بیخبر میره و خیلی راحت خرج عیاشیشون میشه خدا جزاتونو میده
",0
"ممنون از نگاه زیبات
",1
"ساشا کارت به کارت کجا رفتی تو‌ای بی‌تی
",0
"سلامت باشی فرشته
",1
"جالبش اینه یه سری بیغیرتم ازش دفاع میکنن درحالی که خودشونم مردم عادین شاید وضع زندگیشونم خیلی بد باشه اما نمیفهمن پولی که این باهاش عشق و صفا میکنه از گلوی ما و خودشون گرفته شده
",0
"عزیزم خیالت راحت هیچکی نمیتونه کاری کنه نظر ما نسبت به تو و هدف صحیحت برگرده
",1
"پولی که تو باهاش‌داری عشق و صفا میکنی از گلوی مردم این کشور زده‌شده‌حق بچه‌هایی که به خاطر دزدی امثال شماها نمیتونن مدرسه برن مجبورن از پنج شیش سالگی کار کنن حق مردم و جوونایی که به خاطر بی‌پولی و هاپولی شدن سهمشون از این کشور ارزوهاشون براشون یه خواب‌شده‌فقط حق مردم مظلوم بلوچستان خوزستان کردستان پول اباد کردن ایران سرطان بشه تو وجودت کلاش
",0
"من ب قربون اون دلت بشم عزیزم خیلی دوست دارم خیلیییی
",1
"بهترین کانال فیلم و سریال در تلگراملینک کانال در بیو
",0
"درود برشما فرشته‌ی مهربانی
",1
"از بس کیرمو کردم تو دهنت و چوچول ننت خسته شدم
",0
"عالین چ خوب طراحی شدن
",1
"داره میده از عقب خود ساشا هم ساک پرتف میزنه
",0
"خداروشکرکه هستی عزیزم
",1
"سکسی بالانس
",0
"خداقوت فرشته مهربان
",1
"مادر ب حرام
",0
"فرشتیه زمینی عاشقتم
",1
"پول مردم خور مادر جنده حیوان نجس کثیف تو از زن کم‌تری بی‌وجود
",0
"چه متن زیبایی دقیقا همینطوره خیلی سخته که انسان زندگیش و خواسته هاش رو رها کنه و این‌گونه عاشقانه به همنوع کمک کنه
",1
"توف تو ناف مادرت کثافت
",0
"خیلی مهربونی هیچ وقت این کارتون رو فراموش نمیکنیم اجرتون با خدا
",1
"کثافت کثافت
",0
"مردم روستای ما بیشتر از هشت ماهه که آواره هستند و هنوز براشون هبچ خونه‌ای نساختن تا وقتی جای این مردم نباشی کار بزرگ نرگس و مردم خیر عزیزمونو درک نمیکنید
",1
"کیرمانی هرچی که بلشی خایه هام نیسی
",0
"عاشقتم
",1
"لازم نکرده
",0
"فرشته
",1
"دایرکت بدین
",0
"عشقمی با این همه مهربونی دخترم عزیزما
",1
"کس ننت به چی خوشی واقعا عقده‌ای بدبخت
",0
"مهربون‌ترین زن ایران
",1
"چقد بدبختی که از دخترایه لخت عکس میذاری خب احمق اونجا پول داشته باشی هر دختری که مثه مامانت و خواهرت باشه مال تو میشه انقد ذوق‌داری کوتوله قیافه و قد و شعور رو از کجا میخوای بیاری اسمت میره تو تاریخ منفورترین آشغال رو زمین
",0
"سلام دوستان عزیز سرکتاب دعا همه نوع طلسم طلسم بازگشت معشوق طلسم شیفتگی طلسم جدای دعای رزق روزی کسب کار باکمترین هزینه درخدمتم
",1
"ایرانی‌های عزیز دقت کنید موقع ضریب نشون دادن این همشون ایرانی‌ان خارجی یدونه هم نیست داره پول شمارو میگاپه همین
",0
"مرسی از زحماتت فرشته زیبا
",1
"اسم اهنگ استوری ساشا چیه
",0
"نرگس مهربونم ، من یه معلم هستم و مثل خیلی از معلمای دیگه دغدغه بچه‌ها رو دارم ، لطفا ما رو در جریان روند آموزش اونجا و شیوه برگزاری کلاساشون در سال تحصیلی جدید قرار بده
",1
"فضولیش به شما نیومده
",0
"گاهی فرشته‌های آسمانی هم از عرش خدا هبوط می‌کنند تا زمینیان هم از برکاتشان بهرمند شوند شک ندارم شما خانوم محترم هم یکی از فرشته‌های آسمانی خدایی استوار وپاینده وشاد باشی سرکار خانوم نرگس کلباسی قهرمان مردمی
",1
"فضولیش به شما نیومده
",0
"نرگس مهربون ودوست داشتنی بقدری ازاینکاردرختکاری خوشم اومد که نتونسم تاصبح صبرکنم همون شب که پیام دادین این ماه برا درختکاری هزینه میگنین منم به نیت سلامتی خانواده وبچهام واریز کردم وفردا روهم به نیت اموات پدر ومادر ودگردرگذشتگان واریز خواهم کردیقین دارم روحشون شاد خواهد شد
",1
"الان تو یا خود ساشایی ( که بعید نیست از بس عقده داره ) یا جنده‌ی ساشایی یا در حسرت این هستی که یه روز جنده‌ی این کوتوله بشی حالا خایه مال بگو ببینم کدومشی
",0
"سلام مهربانوی گلم
",1
"اخ اگه تو رو دیته من میدادن ادمت میکردمکاری میکردم پدر و مادرت بهت افتخار کنند
",0
"احسنت
",1
"بکن هرکاری میکنی بکن شک نکن ک میتونی منم اگه داشته باشم از کارای تو بدتر بدترشو انجام میدادم
",0
"عشقی بانوی خیرخواه
",1
"مطمعنا خایه هات هم قلابیه
",0
"دستت را میبوسم فرشته‌ای برای ایران درد وبلات بخوره به سر مسولین
",1
"سلام بنده سرکاربودمو بیکار شدم یک بچه دارم نمیتونم حتی شیرخشکشو تهیه کنم مشکلاتم زیاده طلاق گرفتم سرپرستی ندارم خداخیرتون بده هرکی میتونه کمک کنه بزرگی کنه مشکلم حل شه
",0
"خسته نباشی فرشته مهربون
",1
"پیش‌بینی سرنوشت با استفاده از علم اعداد صد در صد تضمینی با نازلترین قیمت و بهترین کیفیت
",0
"خدا قوت فرشته زمینی ، عشقی عشق
",1
"خایه مال
",0
"تو بهترینی مهربانوی ایران
",1
"سیسکی بالانس
",0
"شما عشقین بانو جان
",1
"تو چقدر بیکاری که‌داری پستاشو میبینی همیشه
",0
"عشقی خانومی
",1
"اره خدایی هم بیکار هم هم بیکس حالا تو چه بیکاری که امار من دقیق داری
",0
"مهربون
",1
"پلیس نامحسوسم
",0
"خسته نباشید هموطن مهربان
",1
"سلام من یه کارگر شهرداری هستم بچه ساله دارد مریضه نمیتونم خرج دارو بدم اگه برادری کنی ممنون میشم کمکم کنید باور کن اهل هیچ کلکی نیستم من با مدرک بهت میگم
",0
"بانو فرشته زمینی پیروز وپایدار باشی
",1
"اقاااااا ساششششششا
",0
"عاشقتیم فرشته
",1
"لطفا بیا دایرکت ی سوژه دارم برات
",0
"عزیزم به تو افرین
",1
"خسته شدم از بس جوابمو نمیدی ساشا
",0
"بله بسیار عالی‌بود موفق باشید
",1
"پیش‌بینی همه مسابقات ورزشی ‌ فوتبال والیبال بسکتبال تنیس فوتبال آمریکایی بوکس و پیش‌بینی با ضریب‌های بالا پشتیبانی ساعته آنلاین
",0
"سلام عزیزم تنها مرد روزگار ما درود برتو اینهمه بزرگواری از کجا اومده خدای بزرگ رحمت کند پدر وپدر بزرگت را ورحمت به شیری که از مادری نازنین نوش جان کردی خدا پشتو پناهت باشه فعلا همه چشمها بوجود تو دوخته شده
",1
"چاقال تو کی دانلود شدی
",0
"عزیزم
",1
"مفت خوری خوبه دادا یه وقت نگی بسهرو کول بقیه نشی یه وقت خسته
",0
"عزیزززززم
",1
"سانتی
",0
"خدا قوت فرشته‌ی زمینی
",1
"زالو صفت کونی
",0
"فدای قلب این دختر کوچک مهربون
",1
"چطوری ندید بدید
",0
"امروززززز یه روز فوق العادس خدااااایا ممنونم که تن ساااااالم دارم خداااااایا ممنونم که عزیزااااانم کنارمن خداااااایا ممنونم که اراااامش و اااااسایش دارم خداااااایا ممنونم که قلبی پر مهر و روحی پر عشق دارم خدااااااایا ممنونم بابت تموم خوبی‌های زندگیم خدااااایا ممنونم که مسیر هدفامو نشونم دادی خداااااایا ممنونم که هستیییییی و خوشحالم که بنده‌ی تو هستمممممم خدااااااااقشنگ‌ترین و پر معنا‌ترین کلمه جهان هستی
",1
"ساشا چرا جواب کسایی که دائما بهت توهین میکننو نمیدی من اگه‌بودم هر چی از دهنم درمیومد میگفتم بهشون چقدر تو بزرگی مرد ساشا یه دونه‌ای و خیلی آقایی
",0
"دقیقا نرگس جون منم خیلی این عکس رو دوست دارمولی کاش میتونستی به روستاهای گیلانغربم بری به خدا اونجا هم خیلی آسیب دیدن هرچند میدونم تو در حد خودت حتی خیلی بیشتر‌داری با جون و دل واسه مردم کلهر زحمت میکشی حالا چه سرپل چه گیلانغرب ولی خب سرپل واقعا آسیب بیشتری دید به خصوص جانی واقعا که تو چقدر خوب و پاک و مهربونی که دغدغه هات از روی خودخواهی نیست و فقط به فکر خوبی کردن و انسانیتی
",1
"کاش من نصف اعتماد به نفس تورو داشتم جیشو
",0
"مبارکشون باشه الهی خدا خیرت بده شیر زن
",1
"سلام اقا ساشا لطفا مردونگی کن ی بارم‌شده‌حسابمو شارژ کن به خدا قسم خیلللی باختم
",0
"فرشته
",1
"یه کون بیشتر نیستی خودتم میدونی کی کجا
",0
"اخی عزیزم اشکم دراومد
",1
"پات نرسه ایران فقط بچه کونی
",0
"عزیزمبرای نرگس بانو گل آوردن
",1
"سر ما هم یه دستی بکش ما هم پولدار شیم مثل خودت مردیم از نداری و بیچارگی
",0
"چقدر دوستت دارم ادم چقد میتونه اینهمه خوب باشه شرمنده‌ایم ازت فرشته جان خسته نباشی خدا پشت و پناهت
",1
"چرا کنسرت عرفان و بهم زدی عقده‌ای
",0
"ممنون بانوی مهربانی
",1
"تو باید بندازی سرت لچک سولاخی میخوری اینجا ترک
",0
"سلام نرگس جان خدا قوت عزیزم
",1
"نبینم میلادو مسخره کنیا کونی
",0
"روز اول جشن پنج هزار تومانیتقدیر خداوند این‌گونه شد که افتتاح خانه‌ها با جشن پنج‌هزار تومانی همزمان شود تا همه ما با هم جشن بزرگی بگیریم و اثر این مبالغ کوچک اهدایی و عشقی که آفریدند را با قلبمان احساس کنیم امروز شما را دعوت می‌کنم که در این جشن بزرگ برای لبخندهای زیبای مردم کرمانشاه سهیم شوید لطفا با انجام این سه کار یکی از شرکت‌کنندگان روز اول جشن باشید : پنج هزار تومان اهدا کنید این تصویر و متن را در صفحه‌تان به اشتراک بگذاریدهر چند ساعت یک بار ، در بخش استوری اینستاگرام با آدرس مبلغ واریز‌شده‌و تعداد افراد اهدا‌کننده را اعلام خواهم کرد دوستتون دارم‌ ‌بانک صادرات ایران‌شماره کارت : ‌شماره حساب : ‌شبا : ‌ نرگس کلباسی ، 1 مهر‌ :
",1
"از نظر روانشناسی تنها چیزی که تو‌داری « عقده حقارت » هستش
",0
"باسلام ودرودبرشمامایه مباهاته فک سازنده بکررا ماهمشه یعزیزم ارائه دادی حتما هرکس در هرخودش پیگیرایمسعله باشد در سیرجان من سعب وتلاشم راخواهم نمودموفق پیروزباشی عزیزم
",1
"شبیه سگی مادر جنده
",0
"دوستان عزیز منطقه لهک در تهران را میشناسید جایی که آب برق گاز و حتی مدرسه ندارد بیاید متحد و دست در دست هم صدای ساکنین لهک را به گوش مسیولان برسانیم ،، شک نکنید ما میتوانیم
",1
"کوتوله
",0
"به کرمانشاه خوش اومدی مهربان
",1
"مردممون همه عقب موندن یکی دیگه دزدی میکنه میان عقده خودشونو اینجا خالی میکنن خاک تو سر همچین مردمی ک واقعیت رو نمیخوان قبول کنن داش کارت درسته بزار بدخواهات همه بسوزن
",0
"فرشته روی زمین عاشقتم
",1
"عقده‌ی خرید و مارک داری
",0
"کاش فردا به احترام بهمن و جشن سالگی انقلاب خودروهای تحویلی بهمن و اسفندماه را بخاطر پیروزی انقلاب در بهمن ماه و جشن سالگی انقلاب مثل دیماه حساب کنند و در این روز عزیز مردم را خوشحال کنید با سپاس
",1
"ساشا ترو خدا جواب دایرکتمو بده
",0
"نرگس عزیزشما سازنده امیدی نو درخانه دل این مردم هستی ، که این بسیار ارزشمند ، پاینده باشی مهر بانو
",1
"معلومه ابا و اجدادت خیلی فقر و نداری تحمل کردن که اینقدر تو تشنه و ذلیل کفش و لباس و پولی خدا رو شکر بابات به هر کسکشی‌بود این پولا رو واسه تو دزدید به یه نون و نوایی برسی
",0
"نرگس جون منم پیشاپیش عید و بهتون تبریک میگم ، فرشته نازنین
",1
"کس کش واسه جیه این عن قلب میذاری حرومزاده ا زن باباتون رو سگ بگاد
",0
"چقدر این کوچولو زیباستروستا 3
",1
"کسکش بی‌نانوس این ماهه پس تو هم یه خارکسده لنگه این هستی زن اون بابات رو گاییدم
",0
"خانم کلباسی عزیز فوق العاده تو قلب مردم جا باز کردی عزیزم پاینده باشی
",1
"ابروو هارو نگاه انگار موکته
",0
"‌ای جان مادربزرگ گرامی و نوه عزیزشون
",1
"بکنم یا پا میدی
",0
"فرشته مهربون بعضی موقعه میگم کاش اینجام زلزله بیاد روی ماهتو از نزدیک ببینیم دنیا به این کثیفی رو شماها قابل تحمل کردین
",1
"ساشا جون دایرکت رو چک کن خواهشاااااااااااساشا جون دایرکت رو چک کن خواهشاااااااااااساشا جون دایرکت رو چک کن خواهشاااااااااااساشا جون دایرکت رو چک کن خواهشااااااااااا
",0
"فدای قلب مهربونت نرگس جون
",1
"کیرم تو کص مادرت
",0
"احسنت خدا کمکتون کنه‌ان شائالله
",1
"کسکش
",0
"فرشته‌ها هم ممکنه بال نداشته باشن اسمشونم نرگس باشه
",1
"یکی شارژ واسم بفرسه
",0
"خیرت رو بگیره با مردم طرفه ممنون که هستی و محکم ایستادی مرسی از تمام محبت هات
",1
"شیشه تو کیونت
",0
"انشالا خدا کمک کنه همونجوری بشه که دوست‌داری نرگس عزیزم
",1
"کون گلابی چرا لایو نمییزاری
",0
"خسته نباشی خانم مهربون و فداکار و دوست داشتنی
",1
"همین آدمایی مثل شما باعث شدن اینا با پول ما برن عشق و حال کنن بعد دونفر مثل شما ک جو روشنفکری دارین میاین ازش طرفداری هم میکنین
",0
"فرشته الهی ازجنس خدا الهی تعداااااد این فرشته‌ها روز بروز بیشتر بشه
",1
"ببین لایو نمیدی کسل‌کننده شده
",0
"نرگس عزیزتر از گلهای روی زمین دوستت داریم سلامت باشی در پناه خدا باشی
",1
"چیکار دنیا‌داری تو میخاری واقعا
",0
"تو عشقی نرگس جوووونم عاشقتم زندگیت رو فدای عشق به مخلوقات خدا کردی درود بر این ایثار
",1
"خوبکاری کردی
",0
"سلام عزیزم من همیشه تو اینستا گرام پیگیر زحمتاتون هستم که برای هموطن هامون متحمل میشید امیدوارم موفق باشید میخواستم بدونم این ساخت و ساز تو کدوم روستاها انجام‌شده‌چند خانواده صاحب خونه میشن بازم دستتون درد نکنه شیر زنی بخدا
",1
"به دنیا میخندی به خودت نمیخندی تو همین عکس کاملا واضحه که قدت چند سانته
",0
"سلام فرشته‌ی زیبای من سلامت باشید همیشه آمین
",1
"دنیا که دیگه کاریت نداشت
",0
"عزیز دلم
",1
"جریان دنیا چیه باز
",0
"هیچ واژه‌ای نمیتونه شخصیت عزیز و محترم تورو بیان کنه ، شاید خود خدایی در کالبد انسانی
",1
"کیر تو اول آخرت
",0
"نمای خونه واقعا زیباست
",1
"جریان چی
",0
"خیلی دوستت دارم عزیزم ، موفق باشی ، همیشه دعات می‌کنیم
",1
"بچه کونی
",0
"آقای ناصری خونه نو مبارک چه نمای قشنگی جای فرشته آسمانیتون م خالی انشالله خدا دوباره یه فرشته‌ی دیگه به شما عطا کنه
",1
"اقا اگه بابا این دزد ک من نمیدونم قضاوت نمیکنم کاش باباها ماهام این مدلی دزد بودن
",0
"خدا خیرت بده
",1
"خوشم میاد کف دنیا جهانبخشی و دنبالش میکنی
",0
"فرشته مهربون
",1
"حالا گیر دادی به دنیا
",0
"فکر کنم تواستان سیستان وبلوچستان یا جاهایی که کولبرها کار می‌کنند از خونه مهمتر ، یک کار وشغل مهمه اگه یک مراکز کارآفرینی کوچک بشه راه بیفته همه چیز درست میشه
",1
"دنیا جهانبخت برنده‌ی خز بلورین
",0
"عزیز هموطن
",1
"کسب درامد از مجازی دلار واقعیفقط نیاز به یک رایانه واینترنت وجیمیل داریدنرم افزار کریپتو تب استخراج بیت کویناز لینک زیر میتوانید دانلود کنین : تو کانال تلگرام زیر هم توضیحات کلی رو دادیم عضو بشین :
",0
"عشق منی نرگس جان عشققق دخترنازنین فرشته زمینی عمرت چقدر باخوبی کردنو ثواب جمع کردن برای دنیا واخرتت گذشت بخدا لایق بهشت خدایی تو لایق نماد گیلاسی
",1
"ساشا سبحانی تویی که درمورد ناموس مردم حرف میزنی ، ایا مطلب وحیدم خوندی که خواهرتو کرده ، پس دیگه به دیگران نگو بیغیرتی چون تو اگر میدونستی غیرت چیه اول خودت یه فکری بحال خواهرت میکردی
",0
"نرگس تو فرشته‌ای ، عاشقتم فرشتههههه
",1
"سوژه جدیدت دنیا جهانبخته تو چیکار‌داری به اون خودت قدت سانته قیافتم عین گوز خر شرکه از قیافه و تیپ و هیکل دنیا ایراد میگیری
",0
"آرایش کردن ربطی به زشتی زیبایی نداره آرایش یک مساله فرهنگیه آلمان‌ها از شدت بوری و یخی آدم حالش به هم میخوره ولی هیچ آرایشی ندارند ضمنا من روس هم زیاد دیدم خیلیییی هاشون معمولی آن و چهره سردی دارند
",1
